# Title: Install Community Content,,,
# Description: This option loads Community content on the publish instance for the primary QnA function,,,
QnA,/content/sites/scoring/en/jcr:content/content/primary/qna.social.json,,
ims-9b1a2c1653c921200a490d4b@adobeid.com,1,Reply, I'm running AEM 5.6.1 Since some of the components are active and some other are registered I'm not sure if component status = active is the issue (it seems like the root problem occurred before the components are loaded by OSGi). active: com.tcm.core.ReplicationLogger com.tcm.core.components.ModifyPermissions registered: com.tcm.core.StockDataImporter com.tcm.core.servlets.SearchServlet com.tcm.core.components.StockAlertProcess My only @Reference are out of the box sling components  per below which I confirmed showed correctly from the system console. @Reference private SlingRepository repo; http://localhost:4502/system/console/bundles/324 Imported Packages org.apache.sling.jcr.api version=2.1.0 from org.apache.sling.jcr.api (74) http://localhost:4502/system/console/services/141 org.apache.sling.jcr.api.SlingRepository]  @Reference private Scheduler scheduler; http://localhost:4502/system/console/services/132 org.apache.sling.commons.scheduler version=2.2.0 from org.apache.sling.commons.scheduler (132) I might have Intellij IDEA open with a Maven bundle build (not running when AEM started up); other than that I do not have any AEM bundle related applications running. The log entries are numerous; but I have included the log entries leading up to the error. 21.07.2014 09:37:43.354 *INFO* [OsgiInstallerImpl] org.apache.sling.servlets.resolver.internal.resource.ServletResourceProviderFactory create(2585): ServiceReference has no registration settings ignoring 21.07.2014 09:37:43.354 *INFO* [OsgiInstallerImpl] org.apache.felix.inventory Service [2584] ServiceEvent REGISTERED 21.07.2014 09:37:43.355 *INFO* [OsgiInstallerImpl] org.apache.sling.scripting.jsp Service [2583] ServiceEvent REGISTERED 21.07.2014 09:37:43.355 *INFO* [OsgiInstallerImpl] org.apache.sling.scripting.jsp Service [JSP Script Modification Handler 2586] ServiceEvent REGISTERED 21.07.2014 09:37:43.356 *INFO* [OsgiInstallerImpl] org.apache.sling.scripting.core.impl.ScriptEngineManagerFactory Adding ScriptEngine Apache Sling JST script engine (Sling JavaScript Templates) 1.0 for language JavaScript Templates 1.0 21.07.2014 09:37:43.356 *INFO* [OsgiInstallerImpl] org.apache.sling.scripting.core.impl.ScriptEngineManagerFactory Adding ScriptEngine Apache Sling Scripting JavaScript Support (Rhino 1.6 release 6 2007 07 26) 2.0.12 for language ECMAScript 0 21.07.2014 09:37:43.356 *INFO* [OsgiInstallerImpl] org.apache.sling.scripting.core.impl.ScriptEngineManagerFactory Adding ScriptEngine Apache Sling Scripting Java Support 2.0.6 for language Java Servlet Compiler 1.5 21.07.2014 09:37:43.356 *INFO* [OsgiInstallerImpl] org.apache.sling.scripting.core.impl.ScriptEngineManagerFactory Adding ScriptEngine Apache Sling Scripting JSP Support 2.0.28 for language Java Server Pages 2.1 21.07.2014 09:37:43.356 *INFO* [OsgiInstallerImpl] org.apache.sling.scripting.core.impl.ScriptEngineManagerFactory Script extension 'ecma' is now handled by ScriptEngine 'Apache Sling Scripting JavaScript Support (Rhino 1.6 release 6 2007 07 26)' version='2.0.12' class='org.apache.sling.scripting.javascript.internal.RhinoJavaScriptEngine' 21.07.2014 09:37:43.357 *INFO* [OsgiInstallerImpl] org.apache.sling.scripting.core.impl.ScriptEngineManagerFactory Script extension 'esp' is now handled by ScriptEngine 'Apache Sling Scripting JavaScript Support (Rhino 1.6 release 6 2007 07 26)' version='2.0.12' class='org.apache.sling.scripting.javascript.internal.RhinoJavaScriptEngine' 21.07.2014 09:37:43.357 *INFO* [OsgiInstallerImpl] org.apache.sling.scripting.core.impl.ScriptEngineManagerFactory Script extension 'java' is now handled by ScriptEngine 'Apache Sling Scripting Java Support' version='2.0.6' class='org.apache.sling.scripting.java.impl.JavaScriptEngineFactory$JavaScriptEngine' 21.07.2014 09:37:43.357 *INFO* [OsgiInstallerImpl] org.apache.sling.scripting.core.impl.ScriptEngineManagerFactory Script extension 'jsp' is now handled by ScriptEngine 'Apache Sling Scripting JSP Support' version='2.0.28' class='org.apache.sling.scripting.jsp.JspScriptEngineFactory$JspScriptEngine' 21.07.2014 09:37:43.357 *INFO* [OsgiInstallerImpl] org.apache.sling.scripting.core.impl.ScriptEngineManagerFactory Script extension 'jspf' is now handled by ScriptEngine 'Apache Sling Scripting JSP Support' version='2.0.28' class='org.apache.sling.scripting.jsp.JspScriptEngineFactory$JspScriptEngine' 21.07.2014 09:37:43.357 *INFO* [OsgiInstallerImpl] org.apache.sling.scripting.core.impl.ScriptEngineManagerFactory Script extension 'jspx' is now handled by ScriptEngine 'Apache Sling Scripting JSP Support' version='2.0.28' class='org.apache.sling.scripting.jsp.JspScriptEngineFactory$JspScriptEngine' 21.07.2014 09:37:43.357 *INFO* [OsgiInstallerImpl] org.apache.sling.scripting.core.impl.ScriptEngineManagerFactory Script extension 'jst' is now handled by ScriptEngine 'Apache Sling JST script engine (Sling JavaScript Templates)' version='1.0' class='org.apache.sling.scripting.jst.JstScriptEngine' 21.07.2014 09:37:43.357 *INFO* [OsgiInstallerImpl] com.tcm.core-bundle BundleEvent UNRESOLVED 21.07.2014 09:37:43.357 *INFO* [OsgiInstallerImpl] com.tcm.core-bundle BundleEvent UPDATED 21.07.2014 09:37:43.386 *INFO* [FelixDispatchQueue] org.apache.felix.framework FrameworkEvent PACKAGES REFRESHED 21.07.2014 09:37:43.386 *INFO* [OsgiInstallerImpl] org.apache.sling.audit.osgi.installer Updated bundle com.tcm.core-bundle [324] from resource TaskResource(url=jcrinstall:/apps/training/install/core-bundle-1.0-SNAPSHOT.jar entity=bundle:com.tcm.core-bundle state=INSTALL attributes=[org.apache.sling.installer.api.tasks.ResourceTransformer=:77:16: Bundle-SymbolicName=com.tcm.core-bundle Bundle-Version=1.0.0.SNAPSHOT] digest=1405949861300) 21.07.2014 09:37:43.479 *INFO* [OsgiInstallerImpl] org.apache.sling.audit.osgi.installer Refreshing 1 bundles: [com.tcm.core-bundle [324]] 21.07.2014 09:37:43.479 *INFO* [OsgiInstallerImpl] org.apache.sling.audit.osgi.installer Waiting up to 90 seconds for bundles refresh 21.07.2014 09:37:43.480 *INFO* [OsgiInstallerImpl] org.apache.sling.audit.osgi.installer Done refreshing 1 bundles 21.07.2014 09:37:43.481 *INFO* [FelixDispatchQueue] org.apache.felix.framework FrameworkEvent PACKAGES REFRESHED 21.07.2014 09:37:43.489 *INFO* [OsgiInstallerImpl] com.tcm.core-bundle BundleEvent RESOLVED 21.07.2014 09:37:43.495 *INFO* [OsgiInstallerImpl] com.tcm.core-bundle BundleEvent STARTING 21.07.2014 09:37:43.495 *INFO* [OsgiInstallerImpl] com.tcm.core-bundle BundleEvent STARTED 21.07.2014 09:37:43.498 *ERROR* [OsgiInstallerImpl] com.tcm.core-bundle [com.tcm.core.ReplicationLogger] Cannot register Component (java.lang.IllegalStateException: Invalid BundleContext.) java.lang.IllegalStateException: Invalid BundleContext. at org.apache.felix.framework.BundleContextImpl.checkValidity(BundleContextImpl.java:514) at org.apache.felix.framework.BundleContextImpl.getBundle(BundleContextImpl.java:112) at org.apache.felix.scr.impl.ComponentRegistry.checkComponentName(ComponentRegistry.java:355) at org.apache.felix.scr.impl.BundleComponentActivator.loadDescriptor(BundleComponentActivator.java:240) at org.apache.felix.scr.impl.BundleComponentActivator.initialize(BundleComponentActivator.java:149) at org.apache.felix.scr.impl.BundleComponentActivator.<init>(BundleComponentActivator.java:113) at org.apache.felix.scr.impl.Activator.loadComponents(Activator.java:261) at org.apache.felix.scr.impl.Activator.bundleChanged(Activator.java:179) at org.apache.felix.framework.util.EventDispatcher.invokeBundleListenerCallback(EventDispatcher.java:868) at org.apache.felix.framework.util.EventDispatcher.fireEventImmediately(EventDispatcher.java:789) at org.apache.felix.framework.util.EventDispatcher.fireBundleEvent(EventDispatcher.java:514) at org.apache.felix.framework.Felix.fireBundleEvent(Felix.java:4385) at org.apache.felix.framework.Felix.startBundle(Felix.java:2080) at org.apache.felix.framework.BundleImpl.start(BundleImpl.java:955) at org.apache.felix.framework.BundleImpl.start(BundleImpl.java:942) at org.apache.sling.installer.core.impl.tasks.BundleStartTask.execute(BundleStartTask.java:93) at org.apache.sling.installer.core.impl.OsgiInstallerImpl.executeTasks(OsgiInstallerImpl.java:733) at org.apache.sling.installer.core.impl.OsgiInstallerImpl.run(OsgiInstallerImpl.java:247) at java.lang.Thread.run(Unknown Source) 
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,Is the status of the component is 'Active' ?? 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,"From your description assuming it is interment & does not affect any functionality. The error indicates there is another process in the middle of using the BundleContext and other thread trying to stops the bundle hence the BundleContext will become invalid. Complete logs could give better picture or you can find yourself by analyzing what is happening in parallel. BTB which aem version you are using? Because ""Cannot register Component"" should provide complete strack trace OR did you truncated? "
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,also what is the status of all the @reference services you have used in your servlet 
ims-2f1e746344570808992016e5@adobeid.com,0,TagManager.find() sort order,Hi all I have used the TagManager.find() to generate a list of resources that have two particular tags associated with them. It works really well. However the sot order is not very user friendly. It seems to be based on jcr:score which in this context is counter intuitive from the users perspective. Is there a way (other than something site-wide like the indexing config) to change the sort order? 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,Hi courtthreeGDC Unfortunately no configuration option. File official request to track it. For client side refer @ http://experience-aem.blogspot.com/2014/12/aem-6-sp1-touch-ui-sort-and-show-tags-in-alphabetical-order.html Thanks  Twitter: 
ims-6f63341844c53599992015a8@adobeid.com,0,adding additional archetypes to the aem project wizard when using aem ide tooling,is it possible to add additional archetypes (other than the simple archetype provided by adobe) to the aem ide tooling suite? 
ims-184d2e3d46f818369920154a@adobeid.com,1,Reply,Can you please explain what do you want to do? 
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,Yes.. You can add the local archetype. refer [1] [1]http://adobeaemclub.com/configuring-aem-maven-archetype-for-eclipse-plugin/ 
ims-ed6317fe52cba88a0a490d4c@adobeid.com,0,CQ Portals and Portlets,"Hi We are trying with ""Using CQ  a Portal"" by following the docs athttp://dev.day.com/docs/en/cq/current/administering/cq_as_portal.html(sectionUsing CQ  a Portal). We are using CQ 5.6.1 war withjava6 andtomcat6 in windows7 env. Step1:We installedCQ5 With  Application Server (tomcat6) Step2:Install the Portlet component and shared libraries Step3:Add the Portlet component to Sidekick We are blocked  Step3 since we could not Add the Portlet component to Sidekick. The Portlet component is not getting displayed in the GENERALcomponentcategory. We are not seeing any errors in the logs  well. Can anyone please help us on this? Thanks for your help in advance. Regards alar G  "
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,Have you selected components from design mode? If so Any error in the firebug console 
ims-ed6317fe52cba88a0a490d4c@adobeid.com,1,Reply,"Hi A ticket was raised a long time back. In the mean time we got a fix  below from alarie od Adobe and it works. There seems to be a bug in the ""cq-portlet-components.zip‹ package. When you install it in the package manager the ‹portlet‹ node does not have the right type aman is created  a folder. This means that there cannot be a ‹cq:Dialog‹ child node underneath and therefore the Sidekick won‹t display the Portlet component since it only displays components that have dialogs. Now for the fix: after installing the package if you unzipcq-portlet-components.zip and look  the ‹dialog.xml‹ underjcr_root/libs/foundation/components/portlet/ you will see the structure that has to be recreated: just a couple of nodes. You will have to rename ‹/libs/foundation/components/portlet‹ to something like ‹portlet_1‹ in CRXDELite then create a cq:Component called portlet and move the child nodes of portlet_1 into it. You can try the above Thank you. Regards alar G "
ims-ed6317fe52cba88a0a490d4c@adobeid.com,1,Reply,Hi Thank you for the reply. Followed all the steps  mentioned in http://dev.day.com/docs/en/cq/current/administering/cq_as_portal.html section ‹Using CQ  a Portal‹ But in the aman mode  mentioned in section ‹Adding the Portlet component to Sidekick‹ the ‹Portlet‹ component is not in the sidekick ‹General‹ component category. See attached screen shot below. There are few errors in fire bug console but not sure that caused this issue. Thanks for your help in advance. Regards alar G 
ims-4c5549c551407a850a490d45@adobeid.com,1,Reply,It looked like I double posted. so I deleted on and then they were both gone. So I'll re-post so the thread makes sense. Basically there are errors in the log when I try to installcq-portlet-components-5.4.20.zip: Error during processing of /libs/foundation/components/portlet/dialog: javax.jcr.nodetype.ConstraintViolationException: No child node definition for dialog found in node /libs/foundation/components/portlet  you suggest I'll raise a ticket. Thanks 
ims-7b2c08c246832d599920157f@adobeid.com,1,Reply,If this is not working  documented please open a ticket here: http://helpx.adobe.com/marketing-cloud/experience-manager.html 
ims-08e4c38e54a31e490a4c98a2@adobeid.com,0,Enable PageProperties in SideKick,Hi  How can i enable the Page Properties in the SideKick?It is disabled right now. 
ims-7b2c08c246832d599920157f@adobeid.com,1,Reply,Check the page permissions. By default this is enabled in sidekick for admins. 
